review,label
가슴이 너무 아파요...ㅜㅜ,pos
클래버 랭이 A-team BA라니ㅋ,pos
핑구 표절만화 내시선에서 OUT,neg
이게 세상이고 이게 현실이고... 꿈과 현실의 갭이 너무 크다.,pos
상상력의 승리!! 재밌게 잘 봤습니다!,pos
전쟁의 아픔을 그린 명작중에 명작...,pos
이거 보느니 원피스 보는게 나을 듯 싶네요. 애니도 너무 옛날꺼입니다. 토이스토리 1 보다도 못한 애니입니다. 그만큼 요즘 추세에 맞는 그림체가 아니라 오래된 그림체 입니다. 내용도 대화도 다 부자연스럽고 따분합니다.,neg
5편까지 이끌고 왔다는것만으로도 이미 레전드,pos
ㅊㄹㅊㄹㅊㄹㅊㄹㅊㄹㅊㄹㅊㄹㅊㄹ,neg
"내 어린시절 가장 재밌게 봤던 영화 중 하나. 록키시리즈는 1, 4편이 최고.",pos
마징가 짝퉁가지고 자꾸 대한민국 대표 로보트인척 하지마라,neg
아 별점도 주기 아깝네 아놔 연기초딩도 아니고 보다가 코미디인가 착각했네  kt왜 이걸 인기에 올린거냐 아 돈아까워 이런연기 나도 하겠다,neg
다이하드 시리즈중에서 원조가제일 재미있게 봤데이윌리스 행님의 액션의 진수를 잘 만끽했제,pos
오늘 ebs에서 봤는데 70년대 고전영화라고는 믿을 수없는 연출과 촬영장소 소품등 잘 살렸으며 배우들의 연기도 일품 특히 진 핵크만의 연기는 이 영화에서 볼 수있는 백미이며 감동적이다.,pos
ㅈㄴ 짜증나는 영화..남녀쥔공 둘다 죽이고싶었다.,neg
최고의 영화 최고의 퀄  반드시봐라,pos
이 영화는 무슨 드라마냐? 왜 이렇게 길어?,neg
와 정말보는내내 심장졸이면서 봣던영화보는내내감탄이!!후회없는영화네요!!굿,pos
시간 낭비 절대절대 보지마세요,neg
안그래도 강호동 감 떨어지고 억지 리액션에 질려버렸는데거기에 건도랑 올밴 나가니까 재미가 더 내려갈곳이 없네그냥 폐지가 답인듯,neg
3부작중 과거와 미래를 연결해주는 중요한 연결고리 역할을 하는 시리즈.,pos
아름다운 영상에 애니의 질도 아주 훌륭했어요. 지구의 동서 역사와 미래를 관통하는  심오한 내용까지. . .,pos
보고싶은데 보라는거야말라는거야;;,pos
"록키 시리즈중 최고가아닐까 생각한다.아폴로와의 경기에서 승리후 ""아드리안 나 해냈어!""그장면에 나도 도전이란걸 당장 하고싶을만큼 벅차고 감동적이었다...",pos
쓰레기총질영화 애나오는건 총수OO맞어 죽질않어  인간이터미네이터인가 맨날똑같에,neg
ㅠ 1점도 아깝다 진짜 ㅠㅠ   솔직히 내 점수는 0.01 최악의 영화,neg
오랜만에 프로포지대작전 요시다레이로 돌아온거 같은 나가사와 마사미보는 재미가 ...,pos
남자에게 열정을 불러넣어주는 록키,pos
솔직히 이건 별 반개주는것도아깝다 ㅡㅡ,neg
재미있어요 하지만 3편이 짱인듯,pos
초현실주의 기법을 이용한 마법소녀의 일생을 나타낸  작품으로써  우리시대의 흔히 생각하고 착각하는  마법소녀에  대한  환상에 이면을 보여주어 마법소녀의 현실에 대해 꼬집어주는 그 속에서  강제 노동을 당하고있는 소녀들의 일상을 보여주는 스펙타클판타지,pos
말할 필요가 있을까???,pos
내용도없고 지루.. 보다가 잤어요,neg
"록키 시리즈는 사골이고 아메리칸 드림에 미국우월주의등 여럿 부정적인 요소가 있다 할수 있지만 한마디로 정의 하자면, ""클라쓰는 영원하다"" 명작이다. 지금도 가슴이 두근거리는 'Gonna Fly Now' 남자라면 꼭 들어보길 바란다..포에버",pos
스릴넘치네요. 재미있네요,pos
이전 미이라와 전혀관계없음  CG도 조잡함 82분이라는 러닝타임이 아까움,neg
걍 보는 내내 답답한 암덩어리영화. 여자한테 이기지도 못하면서 신고는 안하고 지혼자 다하려고 함. 여자는 맞아도 죽지도 않음. 현실성 제로...,neg
...,neg
3를 마지막으로 하기엔 6의 가슴아픈내용인해 무조건 6는 마지막에 시청하길,pos
난 왜 이렇게 지루하지? 애들은 귀엽더만...,neg
이거 안보는거 좋습니다,neg
대박영화,pos
솔직히 이거 장르가 다른데 왜 만들었는지 모르겠네...,neg
원작을 무시한 건지...  아주 오래된 원작보다도 공포도 연출도 감동도 교훈도 아무것도 없다.,neg
강렬했던 엔딩. 계속 기억에 남아요,pos
평점이 왜 높은지 모르겠다,neg
한번도 안본사람은 있어도 한번만 본사람은 없다는 전설의 영화,pos
"폴뉴먼과 레드포드가 호주를 가줬으면., 미국에서 끝장을 봐야지 볼리비아 군대라니",pos
코만도와 람보가 싸우면 누가 이길까?,pos
열정이 느껴짐,pos
이런것두영화야  돈아깝다 ㅈㅈ,neg
더빙,neg
이영화 못봤으면 어쩔뻔..,pos
정말 마티와 마티 주니어가 다른사람같다.. 가장짜릿하고 몰입이 가장컸던 2편.. 근데 2015년에 비행보드가 안나왔다,pos
나도 한마디만 한다  절대 보지마삼    제 점수는요~ 마이너스100점입니다,neg
1~6 편까지 어느 한편 빠지는것 없이 이렇게 죄다 재밌다니 ㅜ ㅜ,pos
내가 제일 좋아한 영화.,pos
완전 꿀잼이네ㅋㅋㅋㅋ,neg
전부 7점대라 신기한 007시리즈!,neg
진짜 연기못하는것들 모아다가 뭘 찍는지...,neg
진짜 갠적으로 너무 별로였음..오기로 끝까지 봤어요. 그나마 끝에 가서 진짜 쪼끔 긴장감.. 진짜 그냥 하나부터 열까지 다 맘에 안드는 영화..영화 안좋게는 잘 안다는데 이건 진짜 짜증나서 달아요.,neg
정말 10점주기도 아깝네요. 마이너스 점수 주고 싶을 정도의 막장 중의 막장.  시대적인 배경도 엉망이고 스토리전개도 웃기고 등장인물들은 최악중의 최악,neg
40분쯤에 20초간 진행되는 장 레이카의 신음소리만 기억날뿐... 그림체는 괜찮았지만 스토리는 삼류 야애니급이었다,neg
다이하드1편을 제외하고는 상대도 없는 형사물 씨리즈,pos
하균신의 옴팡지고 귀여운모습이 많이나와 행복한 드라마 ㅋㅋ♥,pos
이번엔 할머니까지 욕했다 정말 말도안된다,neg
시원시원한 영화 평점너무 높아서 낮게줌,neg
한개도 아깝다 내돈내놔 아오,neg
그 당시에도 유치찬란했었다는...,neg
"쓰레기 드라마, 평점 10점들  너무 한거 아니야",neg
이 영화가 나왔을 당시에 사람들이 느꼈을 충격이 실감 난다. 지금 보더라도 cg기술들이 그렇게 유치하지 않다. 줄거리 면에서도 뛰어나고 무엇보다도 지나치게 잘생긴 크리스토퍼 리브와 그와 최고의 케미를 보여준 마곳 키더의 연기 모두 훌륭하다.,pos
굳.!.!.!.!.!,pos
내가 죽을때까지 이런 명작은 나오기 힘들것 같다.. 너무 아름답고 감동적인 영화..,pos
이런 영화  제가 원하던영화네요 ㅠㅠ,pos
Very Good~!,pos
알바믿고 절대보지마세요 진짜재미없음 OOO기영화임 ㅋㅋ공포는무슨 다큐멘터리영화같다. ㅉㅉ  1편도개어이없는쓰레게인데 2편은괜찮을거라고 생각하는사람들 그생각버리삼 시간만너무아깝다,neg
시작으 ㅣ이야기는 tv판 총집편이라 오랫만에 찾아보는 즐거움이 있다,pos
공포영화고수들한테는1점 공포영화초보들에게은6점 억지공포,neg
시간아까움킬링타임도 안 될 정도의 지루함과존재하지 않는 소름쓰레기 단편,neg
명불허전! 과연 명작이란 이런 것이 아닌가,pos
마지막에 마미 하면서 안길때 정말 눈물이 왈칵,pos
버드 미사일한 번만  쏘게헤줘!,neg
이런 영화 만드는것도 대단한것같다,neg
나인뮤지스팬이 아닌 한국음악팬이라면 볼 가치있는 영화!,pos
ㅋㅋㅋㅋ 알바들 보소 ㅈ씹노잼인데 그렇게 해서라도 미화질 하고싶니 ㅋㅋ,neg
아... 47분봤는데 진심 재미없다... 뭘 보여주고 싶은거냐,neg
ㅗ,neg
재미 더럽게없다..,neg
지성이 표정 왜그럼??우는거임 웃는거임??삼생이 지성이 둘다 찌질하고 짜증남,neg
마지막 액션이 좀 .. ㄷㄷ,pos
위안부 역사에 대해 잘 알지 못하고 있엇는데 이번 기회에 잘 알수잇게 되어서 좋은거같아요.,pos
아놀드형 코만도 터미네이터 실베형 람보 록키 정리끝,pos
링의 단잠에서 깨어나지 못한 채 바닥까지 드러난 밑천,neg
55,neg
사회적 분위기 때문에 마구잡이로 부서지는 파괴씬은 없었지만 그럼에도 전투씬은 정말 최강이였습니다ㅎㅎ 개그도 깨알같고 웃으면서 봤네요 ㅎㅎ,pos
"싱크로율  제로, 일본은 왜 남자가  정말 원숭이처럼 못생겻지?",neg
요쯤 재미 진짜 없다..진짜 더 막장드라마다...욕나온다..빨리 폐쇄해라..,neg
i'm your father,pos
전쟁 영화중에 안되는 걸작임BGM 현을 위한 아다지오가 잘 녹아들어서 인상깊음,pos
너무 재밌다....최고,pos
뻔한 메시지라면 재미라도 있어야지... 더구나 유치하기까지.,neg
외계인영화냐 괴수영화냐 존나 애매하고 재미없다,neg
초등5학년때 본 영화. 여기 나오는 아놀드는 터미네이터보다 무섭게 나옴 ㅋㅋㅋㅋㅋ,pos
더럽게 지루한 애니다.. 1점준거중 한국영호는 10점준 매미OO있네..,neg
주연 겁나못생김....,neg
학교에서 선생님이 보여주셔서 봤는데 정~~말로 스릴있고 재미있어요 4편은 안나오지만 그래도 이것처럼 스릴있는 영화들이 많이 나왔으면 좋겠어요^^,pos
마지막 말타기 장면 뭉클~ㅜ,pos
평점에 너무 속지마세요 ㅋ 60년도 영화에요.. 굉장히 촌스럽고 엉성하고 반전도 솔직히 너무 뻔하고 연기도 엉망 ㅎ 굉장히 지루함.. 뭐 내가 60년에 봤다면 10점 줬을지도 ㅋㅋㅋ,neg
무엇을 보든 상상이하를보게 될 것이다,neg
그래도 재난영화의 대명사인데 9점이 안되다니...,pos
삼성은 누가 뭐래도 명실상부  최고 기업이다. 이 딴 쓰레기영화 만들지 마라.,neg
평점 안 믿고 괴기전식의 요란하게 놀래키는 유치한 설정이 없는 수준높은 호러라고 평점 8점준사람 믿고  영화 받는데 그냥 저님은 나카타 히데오가 과거에 링이라는 대작을 찍었어  그감독을 좋아해서 이 영화를 좋아하는 사람인가보네요 재미없게 봤습니다,neg
굳이....경찰의 무장이 저렇게 강할 필요가 있나요? 아무리 영화라지만 저건 좀 심하다고 생각합니다....,neg
끝간데 없는 졸작영화,neg
캬~ 호돌이가 나와서 올림픽 하던 그 시절에 나온 액션영화의 바이블!,pos
"차라리 전설의 고향 보세요....전설의 고향이 짜임새도 훨 낳고말도 되니까는...서우가 12t센치 힐을 시작할때부터 한 번도 벗지 않고쭈욱 신고 나옵니다. 한국 영화 굉장히 발전하기도 했지만,엄청 퇴보한 경우도 있네요....바로 이런 영화""노크",neg
내가 좋아하는 다이하드!,pos
이번해투는최악!!!개념없이얘기하는클라라를엠시들이정리해줘야지같이개념없이박은지나공격하고!선배아닌가!해투넘좋아했는데이번건정말개저질!!정말실망실망이에요,neg
"내가 중딩이라 돈이없어서 영화보러갈돈이없거든, 근데 이건 옛추억생각해서 꼭보자고 생각했어, 근데더빙이 개그맨이더라, 신보라 정태호목소리에 진짜 몰입이 전혀안됀다고생각했거든, 그냥 다운받아서봤어3분 보고 지웠다.",neg
여러번봐도 진해크만의 연기는 잊을수가 없다.스케일면에서는 다른영화들과는 비교가 안된다.예전영화인데도 세트나 특수효과등은 요즘영화들과 비교해도 손색이 없을것 같다.내 기억속에 영원히 남을 영화다.,pos
난 이거 몇달에 한번씩 본다.너무 재밌다 볼때마다,pos
솔직히 일점도 주기 힘듬 이상한 조합임 축구+로봇은 너무 무리였던듯...,neg
내용도 없고 잔인함만... 재미도 없고...,neg
진짜 노오잼... 10자,neg
진짜 B급 그 이상이하도 아니다. 시간이 썩어넘쳐흘러 주체할수 없을때 볼것.,neg
도대체 이 주연 배우는 어디서 국내빠순이 양산한거임? 영화마다 몇백명씩 달려들어서 꺄~ 우리오빠~ 이러고있네 ㅡㅡ; 절때 평점에 낚이지 마시길,neg
솔직히 일박이일이 주말황금시간때 방영한다는게 이해가안감; 수준은 완전 이천년대 예능인데 솔직히 더럽게 재미없음;하긴 메인 엠씨감이 한명도 없는데.,neg
많은 의미를 담고 있는 마지막 장면은 정말 명장면 중의 명장면이다.,pos
왜 어렸을땐 티비에 나오는게 싫었을까? 그때 내가 이 영화를 제대로 봤더라면,pos
아3인의 JSA 까푸치노의 개그가아니야 원달라의 원달라 이게 진리다 그외엔 그닥...ㅎ,neg
ㅋㅋ쩐다 여기 이중잣대를 가지고 평점 적는거보면 한심 그 자체,neg
이걸 본 나를 탓해야지 에휴..,neg
역사에 고이고이남을듯한 영화..ㅎ내 자손들까지 다볼듯한ㅋㅋㅋㅋㅋㅋ나는여자지만히어로시리즈광팬이고히어로영화는전부봄..꺄악ㅎ 아직학생이지만 미래의 자식들한테강제라도 히어로시리즈 다보여줄테다!!!,pos
다보면 열이 받는 쓰레기,neg
30년도 더 된 영화를 지금 잣대로 평가하는 사람들은 뭔지.. 가슴이 뭉클해지는 영화.. 정말 스필버그감독은 어마어마한분임엔 틀림없다,pos
몇년이 지나도 최고의 명작영화,pos
우리민족은  세뇌에  약하다  한국이든  중국이든  북한이든  ..  가치관을  잃어버렸거든   사람이  그러는게  아니다 댓글을  신증하고  책임성있게  하시길,pos
어휴 졷나 재미없네 진짜 물론 안봣음,neg
제 점수는요,pos
완전 재밌는 최강의 드라마.,pos
완벽한 속편!  록키 시리즈는 스포츠영화가 아니다! 감동적인 드라마다!!,pos
재밌다. 이비에스에서 하는거 봄.,pos
쉬.팔~쉬.팔.쉬.팔.쉬.팔~우렁찬방구소리~비둘기이~오형제~,neg
가끔  한번씩 보는데 볼때마다 짜증나네,neg
"서부라는 배경이 되는 장소의 특성상 호불호가 갈리는 시리즈중 가장 마지막편이지만 역시 기본에 충실한 탄탄한 스토리와 감동,재미 모두 선사해주는 훈훈한 마무리... 이제까지 없었고 앞으로도 없을 공상과학 아니 영화전체를 통틀어 최고의 명작!!!",pos
무슨 놈의 우주선이 전기세 내지 않아서 끊어졌나 ? 왜 이렇게 처음부터 끝까지 어두워 ?,neg
그저 옛 영화 입니다. 예전의 경향과 문화를 알고 싶으신 분은 보세요. 지금 봐도 괜찮은 고전명작의 공통점은 그 감독들이 현재까지도 활발히 활동한다는 것이죠. 대부 감독은 2000년대 이후로 성공적이지 못합니다. 구성과 전개가 너무 올드하고 지루하죠.,neg
리얼 이건 아닌듯 싶다 ㅡㅡ,neg
이게 재밌다고?... 금요일 평점 9점대더니... 이건 조작이다... 마누라는 물론 딸아이도 졸더라...,neg
그리드 아일랜드 후편은 애니로 언제나오는거야..헌터 바이 헌터를 본지가 한참됐네...,neg
.... 그냥 할말이없다,neg
서우 생긴게 공포인데 서우가 귀신 아니었음??아 물론 극장에선 않봤습니다 저의 시간과 돈은 소중하니까요 '~ ^) b,neg
절때 보지마세요 진짜 개후회함 왜돈버리세요님들 이거볼빠엔 피아노 연주하는 공연장이나 가세요,neg
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 웃음만 나오지요,neg
갑과 을의 차이다그냥 이럴 시간에 한번더 볼란다,pos
뮝미 ... 내시간아까워ㅋㅋㅋㅋ,neg
ㅋㅋㅋ평점낮게 깍자 ㅎㅎ,neg
나오미왓츠는 왜 이런영화에ㅡㅡ 아무리영화라지만 .. 참 아무렇지않게 서로를이해하다니..최악오브최악,neg
주저없습니다. 전 지금도 한달에한번은 봅니다.전시리즈중에는 단연 1등이라보구요.최근 디렉터컷으로 다운받았는데 화질이 8090년대같지않은 최신꺼같은 느낌으로 영화볼수있슴다.지금은 할머니인 시고니위버의 젊은.시절 감상하시죠,pos
포드 머스탱 쉘비 ♡♡ 개져아,pos
진짜 지루하고 재미없다..,neg
로맨스와 정치 모두 잡은 달달한 드라마,pos
이 영화는 그냥 미쳤다 .. 심장 터지는줄 ~,pos
옛날에 루피가 키자루만나는거같네 ㅋ,pos
내가 제일 좋아하는 영화... 기타 소리가 귓가에 맴돈다,pos
잘도 이런 미치광이 캐스팅을!,neg
스토리가 약하면 연기를 잘해야 할꺼아냐? 국어책 읽냐?,neg
내가제일사랑하는영화,pos
"우리가  절대 잊어서는 안될 사실이며, 정말 꼭 보고 많은사람들이 느껴보아야할 영화입니다.",pos
내 인생 최고의 OOO기 영화라고 하고싶지도않다,neg
에이드리어어언!!! 흑흑,pos
재난영화중에는 역대 최고일지 싶네요,pos
개노잼 내다버린 내 두시간,neg
70년대 치고는 대박이였다,pos
어렸을 적 아련한 추억의 영화.. 정말 신나고 재밌었지..,pos
영화에서는 찬란한 글자지만 게임에서는 불행의 글자입니다.,neg
"주인공 버프이자 먼치킨의 원조, 본좌!",pos
정말 재미있게 잘 즐겨 봤재내가 제일 좋아하는 시리즈 영화제사랑한다잉 ㅎㅎ,pos
지금까지 본 베트남전쟁 영화 중 가장 역사에 길이 남을 영화!베트남전의 비극적인 미군과 베트남 주민들의 참상극을 사실적으로 표현했다! 이 영화 다 끝나고 나면 너무 비극적이어서 눈물이 날 정도 이다.,pos
저는 꽤 재미있었습니다.,pos
페미나치들아  니들이  어린남자 처묵하면 안보여 안들려 하는감 여자이면 별 지알을 다할듯,neg
어릴적 꿈꾸던 동심의 세계.. 그리고 추억이 깃든 명작..이 영화와 함께 자라온 당시사람들은 알것이다. 왜 이 영화가 그토록 화제였고 아직도 회자되는지를..,pos
역대 최고의 명작,pos
ost는 너무 좋았지만 영화는 다소 지루했다,neg
"설명이 필요없는 명작 ... 그런데 얼마전 미드에서 ""해리슨 포드가 아무것도 하지 않았어도 독일군인들은 다 죽었다. 해리슨포드덕분에 더 늦게 죽게된것이다.""라는 말을 듣고 곰곰히 생각해보니 -_-) 그건 그런듯 ..",pos
"공각기동대 특유의 혼잡함,난해함,고독한 느낌이 여전한 작품. 전편의 극장판들 보다 감각적인 비쥬얼은 덜하지만 재미있다.",pos
네이버알바가있다는거 진짜 실감하네.밑에 평점 다 10점.영화관에서 또 보러간다는 애는 뭐니.낮잠자러?,neg
남자만 이해하고 눈물 흘리는...  남자의 영화..,neg
83년대 영화를 지금의 눈으로 보지말라이때당시에는 명작이었다.,pos
"드라마를 보고 나서 일케 가슴이 답답한건 뭔가?? 아놔~ 어처구니 없는 미도와 재희의 행동, 말도 안되는 창희의 사고, 그리고 꼬일데로 꼬여가는 태상의 상황!! 아놔~ 작가님 먼 생각으로 이런 어처구니 스토리를 전개하시나요?? 보다가 속이 뒤집어죽겠음",neg
역시 드래곤볼 클라스 애니계 전설,pos
핵노잼ㅋㅋ진짜이딴영화에바,neg
아이고 목사님 ㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜ,pos
아무리 미국이 동맹국이라고 하지만 무고한 베트남인들 죽이고 학대하는 것에서 전쟁이란 진짜 무섭다는걸 알게 되었다.. 물론 우리나라도 베트남 민간인들에게 저지른거 생각하면 말할것 없지만 정말이지 전쟁은 끔찍하다..,pos
"여감독의 기적 같은 희망,나이 든 아줌마들의 발칙한 로망....모든 사람이 이해해준다고 해도 이런 일은 일어나지 않아요..꿈 깨세요",neg
뭐니?,neg
역시 록키 시리즈라는 말밖에..,pos
영화는 다 좋은데 상영관 개수가....,pos
시리즈중엔 이게 갑이지...,pos
아...진짜 오랜만이고 극장판 나온게 기적이다손오공의 새로운 모습을 보게 되서 좋고 앞으로 더 많은 작품을 기대하게 하는 작품이다,pos
ㅁㄴㅇㄹ,pos
어지간 하면 끝가지보는데 도저히 못보겠다 이건,neg
이 영화는 이후에 나온 괴물영화를 다 갖다부어도 꿀리지 않는 명작이다.,pos
"고발 프로그램들이 언젠가 부터 갑질 프로로 변질되어..횡포가 심해요...내용도 극단적인 표현 법만 있지 논리,연계성이 떨어지고..이슈만 만들어 내니...이게 무슨 공중파에서 할 짓인지",neg
마지막회가 너무 달달해~,pos
예진역이 굳이 필요한지 모르겠다.가족이 같이 보는 시간대와 일일드라마 라는 점에서 아이들이 허준과 예진의 관계를 물의면 뭐라 말 해줘야 할지 난감하다.허준 본처가 허준에게 그리 잘하는데.그리고 궁에 개나소나 뜬금없이 들어가 일하는게 말이안된다.,neg
"(영화 속에선 미래로 나오는) 2015년, 현재도 여전히 재미있다.",pos
별내용없고 지루하다..,neg
120회를 억지로 이어가려니 이야기가 맨날 그자리 뱅뱅 돌기만하네요. 지겨워~~,neg
근육모리모리모리,pos
꿀잼 근데 아나킨은 언제,pos
자동차 매니아인 나의 평점은 5점 이하~속았다...아오~,neg
아이돌 제작과정에 초점이 맞춰져있다고 생각할지 모르겠지만 영화 자체가 던지는 메시지는 매우 심오하고 무거움 나인뮤지스를 모른다고 해도 불안정한 미래를 가지고 있는 사람이라면 아이돌의 얘기로만 다가오지는 않을 것,pos
살인청부업자 미화. 말도 안되는 총싸움으로 떡칠된 영화.,neg
더빙 싫어요,neg
골목길에서 타다가 놓쳐 차도로 굴러가 반쪽이 나버린 내 스케이드보드를 갖고 들어와 이 영화를 보곤 내가 어른이 되면 저 스케이트보드를 탈 수 있게지 하며 한참동안을 마냥 즐거워 하며 빨리 시간이 흘러 어른이 되고 싶어하던 내 유년시절의 생각이 난다,pos
노잼노잼노잼노잼노잼,neg
사실이 아닌 정보를 너무 부풀리는건 아닌가 ㅡㅡ,neg
징그러울 줄 알았는데 넘 귀여운 큔스트리크ㅋㅋㅋ,pos
진짜 재미없음 본사람들 다 시간아깝다고 난리났음,neg
진심 77년 개봉작이라고!?!?!,pos
"최악이다....,....",neg
이게 공포영화라공?? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ살다살다 공포영화보면서 잠든적 처음임돠;;;;,neg
감독이 뽄드빨고 삐까삐까하며 만든듯,neg
"괜히 나올 때 어미 알 건드려서  긁어 부스름 만들었다는 분이 저 아래 보이던데, 영화 제대로 안 봤네. 알이 딱 까지면서 새끼가 나오려 했음. 그냥  가면  그 놈 한테 당했을 것임. 한 놈, 두 놈 막 나올 게 뻔했으니 작살낼 수 밖에 없었다.",pos
카일은 사진 속 사라의 모습을 보며 무슨 생각을 하고 있었을지 궁금하다고 했다. 마지막 뱃속 아이에게 아빠에 대한 사랑을 얘기하던 순간 찍히는 사진. 이 영화 최고 명장면으로 세기말 적 엔딩으로 연결...ㅋ ㅑ...,pos
"맛있는섹스 그리고 사랑,연애의 목적,청춘처럼 화끈하게 야하던가 하녀처럼 그리 야하지않더라도 내용이 있던가 이건 전혀 청불도 아닌데 청불이고 내용도 없고..",neg
ㅉㅉㅉ,neg
재미없어도 마지막 반전만을 기대했는데 반전은 개뿔... 아무것도 없었다,neg
정말 어이없이 끝나고그래서 재미없음,neg
재미없어  졸려 최악이야,neg
록키의 싸움장면이 있었습니다. 이렇게 많은 록키시리즈주중에 록키5를 보게 되어서..,pos
진짜 재미 없다그냥 폐지해라,neg
이게 영화여 방구여앞에 아저씨 어릴때만 보고 그 다음부턴 뭔 소린지..계속 잠,neg
짱재미쪄이티야돌아와ㅠㅜㅜ,pos
가난하게 사는 불쌍한 애들 보여 줬으니 니들은 행복한 줄 알고 감사하며 살아라,neg
... 평점에 속았군....,neg
2점을 주고 싶지만 나름 공정하게...,neg
best of best,pos
나뮤 짱짱걸!!!♡♡♡,pos
진짜재미없다 저니퍼로렌스좋아서 본건데 5분보다 잠,neg
다스 베이더 ~ 역시 스타 워즈 ㅎ,pos
역작최고의 역작입니다.,pos
킬링타임용으로 차라리 다른 영화를.....브루스 윌리스는 왜 나오는지도 모르겠고....10분 나오나? 연출도 막장이고......무슨 생각으로 만든건지도 모르겠고...정말이지 이건 아닌듯 합니다.,neg
개인적으로는 프리퀄트롤리지가 더마음에들지만오리지널트롤리지또한 역사에길이남을 명작이란건 누구도 부정할수없는 사실이다,pos
킬링타임으로 괜찮은거 같음,pos
하균 신. 최고!,pos
이번 크리스마스도 케빈과 함께~ 이렇게 많이본 영화는 없었던것 같네요^^,pos
왜사람들은 원작에 충실해야만 명작이라고 하는지를 모르겠다.조금만 틀을 벗어난다면 더욱 재미있고 더욱 새로운 세계가 열릴텐데 원작에만 비교한다면 그냥 독같이 만들면 되지않을까?,pos
토용명화에서 본지 20년가량 지났지만 아직도 마지막 신부님의 희생 장면은 잊혀지지가 않는다.,pos
별 ㅈㄴ아까움 0점 없음?,neg
말이 필요없네 대박 재밌다,pos
액설런트 어드밴쳐 생각나는,pos
마지막 진자 존나 허무하고 화난다,neg
정말 내가본 드라마중에 최고다.윤제문씨 정말 최고의 연기자인듯,pos
"내가좋아하는 영화는 따로 있다 내일을 향해쏴라,토토의천국,",pos
"재미더럽게없다..1점준거중 한국영화,조폭영화는 10점주는 매미OO있네",neg
이런.. 이걸 왜? 흠흠.,neg
그때도 충격이었는데.. 30년후에 봐도 질질싸게 만드네..쳇..,pos
전작이랑 비교해서 너무 실망스럽다,neg
명작이지유. 돌프 형도 멋있기는 해유.,pos
"스타워즈 에피소드 6은 1,2,3,4,5,6중 줄거리, 긴장감, 몰입도,감동 최고!!! 그리고 7을 기대하겠음.",pos
어드벤처영황의 최고봉입니다,pos
올레티비로 보구있다.보다가 어처구니없어서 평점보러왔다.아~c 쓰레기네..,neg
10점깨기,neg
"음,..ㅇ이거야 원..   평점이 높은 이유를,..잘 모르겟네..",neg
죠스 1편으로 끝날꺼라는 아쉬움을 잘 달래주었던 후속작..,pos
솔까 악뮤가 이프로살림 ㅋㅋ,neg
이런 영화도 있었군 이거 뭐..일본판 마이너리티리포트인가...??,neg
도가 지나치게 재미없다,neg
사랑과 전쟁은 아무것도 아닌 이것이 진정 막장이다. 정신병도 감염되나...,neg
은퇴할때가 됬네 자네,neg
초반에존나지루하고무섭지도않고개노잼인데 이게무슨수작;,neg
잘 봤습니다.,pos
완전 별로요.. 영화로서의 완성도 너무 떨어지네요. 집에서 티비보는게 나을뻔 했어요. 티비 짜집기한 느낌에 이야기도 매끄럽지 못하네요..,neg
아..진짜 러셀크로우 나오는 영화인줄..낚였네요ㅠㅠ,neg
이영화에 10점을 안주면 줄 영화가 없다,pos
상어 하면 떠오르는 작품. ‘죠스’가 등장할 때 나오는 배경음악은 긴장감과 공포에 빠져들게 만든다.,pos
이런쓰레기는 도대체 왜만든것임,neg
이걸보고 없던 암이 생겼습니다,neg
대작이예요~! 꼭봐야하는 영화,pos
명작중에 명작 지금봐도 크리스토퍼리브는 너무잘생겼다.,pos
대체 무슨 짓을 한거야,neg
어벤저스의 위대함을 생각하게 해준다.,neg
똥망작 열자열자열자열자,neg
의문을 남긴 두사람...,pos
1979년작 이라니...,pos
윤제문짱,pos
애랑 보는데 막 전기충격기에 칼 싸움에 제국주의 그런 것도 보이고 완전 어이없었음  애랑 재미있게 보려고 노력하는데 애울음 무섭다고 퀄리티 저조에 돈아깝다 인간적으로 다른 영화볼걸 후회 하다 못해 짜증이 나는 영화,neg
"나도 어린 나이에 본 영화라, 더욱 감명 깊었던,",pos
멋지다~짱!,pos
sf 영화도 철학적일수 있다는 사실을 보여준 2001 스페이스오딧세이 이후 두번째 영화,pos
감히 최고라 말할 수 있는 영화,pos
"살아간다는게 쉽지않다. 인간관계, 자기관리, 살면서닥치는 시련들.내가 보니까 회사 사장도 직원도 나인뮤지스도 모두 각자 위치에서 열심히 한거다.하지만 인간인이상 완벽할수없고, 오해가생기고 소통이 잘 안되고하니까 힘들어하더라. 가수도 직원도.",pos
최악의 영화10자채우기도 아깝고 내돈 1200원아깝다,neg
"극한 상황에서 관록 넘치는 출연진이 만들어내는 휴먼드라마. 진 해크만과 어네스트 보그나인의 팽팽한 연기대결도 볼만하고, 노년의 나이에도 투혼을 발휘하는 셜리 윈터스 여사도 멋집니다.",pos
제목에 낚인 영화  망한영화일수록 iptv에 빨리 업데이트됨,neg
